"Leaf_area_mm2"	"Nmass_mg_g"	"LMA_g_m2"	"Plant_height_m"	"Diaspore_mass_mg"	"SSD_combined_mg_mm3"
"Clusia amazonica"	0.448844931423023	NA	NA	NA	NA	NA
"Clusia cambessedii"	NA	NA	NA	NA	NA	0.345393828041283
"Clusia candelabrum"	1.74906823977848	NA	NA	NA	NA	NA
"Clusia clusioides"	NA	NA	NA	NA	NA	1.24517924879516
"Clusia columnaris"	NA	-1.4722608707361	1.88289026601304	0.550967593801886	0.028818937649764	NA
"Clusia criuva"	0.247375416646607	-1.0230880164011	0.397510579092515	1.05907073903099	NA	0.507582279116571
"Clusia elliptica"	NA	-1.76178656823746	NA	NA	NA	NA
"Clusia flava"	NA	NA	NA	0.608023697065532	NA	NA
"Clusia flavida"	0.113191589868256	-1.4722608707361	1.22458538391213	NA	NA	NA
"Clusia fluminensis"	NA	-1.795416321281	NA	NA	NA	NA
"Clusia fockeana"	0.380442289089018	NA	NA	NA	NA	0.628032221891572
"Clusia grandiflora"	1.13584540507568	-0.950036530064994	1.47859591177765	0.980670705879971	0.260127563724955	NA
"Clusia gundlachii"	NA	NA	NA	NA	NA	1.24517924879516
"Clusia hammeliana"	0.922806835647284	-0.640916062796325	1.49459037996152	NA	NA	0.651230665610762
"Clusia havetioides"	NA	-2.34407629816226	NA	NA	NA	NA
"Clusia insignis"	NA	-1.65325301898453	1.55732857612096	NA	NA	0.622187998079906
"Clusia lineata"	0.922806835647284	NA	NA	NA	NA	NA
"Clusia loranthacea"	0.922806835647284	NA	NA	NA	NA	NA
"Clusia lundellii"	NA	NA	NA	0.608023697065532	NA	NA
"Clusia major"	1.39178643853227	NA	NA	1.30169051621757	NA	NA
"Clusia minor"	0.591984838529694	NA	NA	0.608023697065532	NA	NA
"Clusia multiflora"	NA	-2.16127959090376	2.19759097995103	NA	NA	NA
"Clusia nemorosa"	0.922806835647284	NA	NA	NA	NA	NA
"Clusia obovata"	NA	-0.602013624517986	NA	0.625081236972069	0.700345531872088	NA
"Clusia octandra"	-0.304306761466269	NA	NA	NA	NA	NA
"Clusia palmana"	0.890761590257007	NA	0.623312186545148	NA	NA	NA
"Clusia palmicida"	0.922806835647284	NA	NA	NA	NA	NA
"Clusia panapanari"	NA	NA	NA	NA	-0.040353512236254	NA
"Clusia pusilla"	NA	NA	NA	NA	-0.0595388255745902	NA
"Clusia rosea"	0.850928330237187	-2.62613571413555	2.40540710950222	NA	NA	0.636764927081417
"Clusia spathulifolia"	NA	NA	NA	NA	-0.0674189715519698	NA
"Clusia stenophylla"	1.15315152292083	NA	2.00607230183832	0.414872759013799	NA	NA
"Clusia uvitana"	NA	-2.23004108582291	NA	0.550967593801886	NA	NA
"Clusia valerii"	NA	NA	1.34797755638807	NA	NA	NA
"Clusiella axillaris"	0.380442289089018	NA	NA	NA	NA	NA
"Clutia abyssinica"	NA	NA	NA	0.706756675987241	0.104522434198712	NA
"Clutia affinis"	NA	NA	NA	NA	0.0766637043795734	NA
"Clutia angustifolia"	NA	NA	NA	-0.0439662464284405	NA	NA
"Clutia brassii"	NA	NA	NA	0.111822835756914	NA	NA
"Clutia conferta"	NA	NA	NA	0.111822835756914	NA	NA
"Clutia hirsuta"	NA	NA	NA	-0.466841147787388	NA	NA
"Clutia kilimandscharica"	NA	NA	NA	0.608023697065532	NA	NA
"Clutia monticola"	NA	NA	NA	-0.540167107737058	NA	NA
"Clutia paxii"	NA	NA	NA	0.232662235857691	-0.213468493437767	NA
"Clutia pulchella"	NA	NA	NA	NA	-0.24743670432962	NA
"Clutia sessilifolia"	NA	NA	NA	-0.263538625450926	NA	NA
"Clutia swynnertonii"	NA	NA	NA	0.487184296964755	NA	NA
"Clutia whytei"	NA	NA	NA	-0.164805646529217	NA	NA
"Clypeola jonthlaspi"	NA	NA	NA	-1.43950639663448	NA	NA
"Cneoridium dumosum"	NA	NA	NA	NA	0.702310070142877	NA
"Cneorum pulverulentum"	-1.35526778052569	NA	NA	-0.512029240230688	NA	NA
"Cneorum tricoccon"	NA	0.104715803148227	0.517422438781571	-0.384378025551703	NA	NA
"Cnesmocarpon dasyantha"	NA	NA	NA	NA	NA	0.899415691751931
"Cnestidium rufescens"	NA	NA	0.709801107196467	NA	1.69646871633471	0.395523155307023
"Cnestis ferruginea"	-0.32141864787534	NA	NA	0.748517114969076	NA	NA
"Cnestis palala"	-0.894351603287276	NA	NA	1.21840347754904	NA	NA
"Cnidium cnidiifolium"	NA	NA	NA	NA	-0.217001959197211	NA
"Cnidium dubium"	0.231995470616604	NA	-0.791201073768903	-0.653166195437437	-0.549750742182426	-1.46127431664009
"Cnidium silaifolium"	NA	NA	NA	-0.342074739044585	NA	NA
"Cnidoscolus angustidens"	NA	NA	NA	NA	1.05507163585413	NA
"Cnidoscolus elasticus"	NA	NA	NA	NA	2.4461698178825	NA
"Cnidoscolus multilobus"	NA	NA	NA	0.608023697065532	1.28188715500724	-0.902575633972157
"Cnidoscolus pubescens"	NA	NA	NA	NA	NA	-0.111957743847187
"Cnidoscolus quercifolius"	NA	NA	NA	NA	NA	0.311222649027877
"Cnidoscolus spinosus"	NA	NA	NA	NA	NA	-0.776098835088617
"Cnidoscolus tubulosus"	NA	NA	NA	NA	2.61966062678963	NA
"Cnidoscolus urens"	NA	NA	NA	NA	1.82796206498905	NA
"Cobaea scandens"	NA	NA	NA	NA	1.2304188277387	NA
"Coccinia adoensis"	NA	NA	NA	NA	0.164210407646281	NA
"Coccinia grandiflora"	NA	NA	NA	NA	0.109791906306973	NA
"Coccinia grandis"	0.899973648882254	NA	NA	0.3313952147794	0.36341489668349	NA
"Coccinia quinqueloba"	NA	NA	NA	NA	0.59396253883989	NA
"Coccinia rehmannii"	NA	NA	NA	NA	0.907321847690016	NA
"Coccinia schliebenii"	1.27683392629541	NA	NA	NA	NA	NA
"Coccinia sessilifolia"	NA	NA	NA	NA	0.757815301500433	NA
"Coccinia trilobata"	NA	NA	NA	NA	0.52921375191614	NA
"Coccoloba acapulcensis"	0.38341288388103	NA	NA	0.294033358913022	NA	NA
"Coccoloba acuminata"	0.922806835647284	NA	NA	NA	NA	0.311222649027877
"Coccoloba barbadensis"	NA	-1.25491758519586	0.550831174022726	NA	0.775282082452418	NA
"Coccoloba caracasana"	NA	NA	NA	NA	NA	-0.155556195592886
"Coccoloba cordifolia"	1.22667531737396	0.777020650000282	-1.39790650141423	NA	NA	NA
"Coccoloba coronata"	0.93141352986217	0.583902081200306	-0.747605311761074	1.24279274993146	NA	0.985913705954893
"Coccoloba densifrons"	1.05102818939383	-0.0385207280192225	0.180581207177004	1.25489916276111	NA	0.565750734760242
"Coccoloba diversifolia"	NA	NA	NA	0.836192004486304	1.1031314736487	1.02180971376028
"Coccoloba excelsa"	0.982210843679749	0.470668345033106	0.175067398503767	NA	0.649478765300866	0.362251264602284
"Coccoloba fallax"	1.74906823977848	NA	NA	NA	NA	NA
"Coccoloba hondurensis"	0.536306654221804	NA	0.55726569169594	1.35874661948121	1.28188715500724	NA
"Coccoloba johnstonii"	NA	NA	NA	NA	NA	0.727494294276595
"Coccoloba krugii"	-0.32141864787534	NA	NA	NA	NA	NA
"Coccoloba latifolia"	1.74906823977848	NA	NA	NA	NA	0.411942730829548
"Coccoloba lehmannii"	1.45714669686229	NA	NA	1.35874661948121	1.48787426688967	0.411942730829548
"Coccoloba liebmannii"	NA	NA	0.249221696922077	NA	NA	NA
"Coccoloba manzinellensis"	1.50295736891305	-0.103259587977989	0.295079096372602	1.08670170750981	0.788209009703497	0.821998855920093
"Coccoloba microstachya"	NA	-2.17912398898027	NA	NA	0.894553744477457	NA
"Coccoloba mollis"	1.15890007843975	0.546784646693469	-0.136422278762841	1.35874661948121	1.71136926217275	0.488836336108733
"Coccoloba montana"	NA	NA	NA	1.35874661948121	NA	NA
"Coccoloba padiformis"	0.922806835647284	NA	NA	NA	NA	1.02180971376028
"Coccoloba peruviana"	0.572642610342437	NA	NA	0.983385158273373	NA	NA
"Coccoloba pubescens"	NA	NA	NA	1.31004950209682	1.1031314736487	1.44499010663534
"Coccoloba striata"	0.922806835647284	NA	NA	NA	NA	NA
"Coccoloba swartzii"	NA	NA	NA	1.07667555752744	1.1031314736487	0.768574220916346
"Coccoloba tuerckheimii"	1.66805385525957	-0.0777744333249645	0.769707081840209	NA	NA	0.507582279116571
"Coccoloba uvifera"	NA	NA	0.271913849304934	0.836192004486304	2.48852949480919	0.768574220916346
"Coccoloba venosa"	NA	NA	0.150984839383844	NA	NA	NA
"Coccoloba williamsii"	0.782305870301614	NA	NA	NA	NA	NA
"Coccothrinax argentata"	NA	NA	NA	0.877895200692557	NA	NA
"Cocculus carolinus"	NA	NA	NA	0.0339124092561141	0.14365818988282	NA
"Cocculus diversifolius"	NA	NA	NA	0.3313952147794	0.671394998785938	NA
"Cocculus hirsutus"	NA	NA	NA	NA	0.271173206702726	NA
"Cocculus moorei"	0.97007782022586	NA	NA	NA	0.452296917044519	NA
"Cocculus orbiculatus"	NA	NA	NA	0.487184296964755	1.18454785029414	NA
"Cocculus pendulus"	NA	NA	NA	0.3313952147794	0.544653086744162	NA
"Cochlearia anglica"	-0.861927992355581	NA	-0.701184672894223	-1.2425685052577	-0.566086169479888	-2.38091802487598
"Cochlearia danica"	-1.28365108129295	NA	-0.615549365534452	-1.52695704833607	-0.861081235644486	-2.32472282820188
"Cochlearia micacea"	NA	NA	NA	-1.51046240917523	NA	NA
"Cochlearia officinalis"	-1.01293795937174	NA	-0.922710354094221	-1.08595454535212	-0.778284886467778	NA
"Cochlearia pyrenaica"	NA	NA	-0.821540568899831	-1.28371731444913	-0.6984872294891	NA
"Cochlospermum fraseri"	0.853565482474189	-0.295417821329895	-0.105983229990366	NA	0.917762476502255	NA
"Cochlospermum gillivraei"	NA	NA	-0.279150928498506	0.827596076088018	0.892529635347997	-0.838283065924838
"Cochlospermum gillivraei subsp. gregorii"	NA	NA	NA	NA	0.994327113952917	NA
"Cochlospermum orinocense"	0.922806835647284	NA	NA	NA	NA	-1.42647610864889
"Cochlospermum planchonii"	0.38341288388103	-0.498105946365521	0.389192641121214	0.469711784500564	0.905611368996723	NA
"Cochlospermum religiosum"	NA	NA	NA	NA	1.3769268444568	-1.18404662296806
"Cochlospermum tinctorium"	0.38341288388103	NA	NA	0.487184296964755	0.686984934139135	NA
"Cochlospermum vitifolium"	NA	0.148455019502309	-0.414077370892685	NA	0.709591314248407	-1.4351159829368
"Cocos nucifera"	1.22784876983178	NA	NA	1.31004950209682	5.75256589691266	NA
"Codariocalyx gyroides"	NA	1.00178966543612	NA	0.111822835756914	0.892529635347997	NA
"Codariocalyx motorius"	NA	NA	NA	0.0547667324932686	NA	NA
"Codia discolor"	NA	-2.36175617498657	2.02668729242351	NA	NA	NA
"Codiaeum variegatum"	NA	NA	NA	0.706756675987241	0.773579047299781	0.0921583351973473
"Codon royenii"	NA	NA	2.17225432129205	NA	-0.488568936348297	-1.47007456039459
"Codon schenckii"	NA	NA	NA	-0.759739486759544	-0.451188987252126	NA
"Codonanthe macradenia"	NA	-2.44533181064072	0.0227832152701351	NA	NA	NA
"Codonanthe uleana"	-0.232869051413118	NA	-0.832165126970037	NA	NA	NA
"Codonoboea humilis"	-0.32141864787534	NA	NA	NA	NA	NA
"Codonoboea platypus"	NA	NA	NA	NA	-0.961930939197247	NA
"Codonocarpus attenuatus"	NA	NA	NA	NA	NA	-0.715889043916487
"Codonocarpus cotinifolius"	-0.630449850712846	NA	1.28744773910955	0.983385158273373	-0.260522050160741	-0.440558748227706
"Codonocarpus pyramidalis"	NA	NA	NA	0.862545758172596	0.892529635347997	NA
"Codonopsis clematidea"	NA	NA	NA	NA	-0.742741095590707	NA
"Codonopsis javanica"	NA	NA	NA	NA	-0.918247047082908	NA
"Coelachyrum yemenicum"	NA	NA	NA	-0.263538625450926	NA	NA
"Coelocarpum madagascariense"	NA	NA	NA	NA	0.0302790287716863	NA
"Coelocarpum swinglei"	NA	NA	NA	NA	-0.217001959197211	NA
"Coelocaryon klainei"	NA	NA	NA	NA	NA	0.240975761721643
"Coelocaryon oxycarpum"	NA	NA	NA	NA	NA	-0.0862718099784627
"Coelocaryon preussii"	0.899973648882254	NA	NA	0.795699234326631	NA	0.0766135831964912
"Coelorachis afraurita"	NA	NA	NA	0.487184296964755	NA	NA
"Coelorachis cylindrica"	NA	NA	NA	-0.280033264611771	-0.166188471699255	NA
"Coelorachis lepidura"	NA	NA	NA	-0.0439662464284405	NA	NA
"Coelorachis rottboellioides"	NA	-2.59621682747263	NA	NA	NA	NA
"Coelorachis rugosa"	NA	NA	NA	-0.540167107737058	-0.47021577310622	NA
"Coelorachis selloana"	NA	NA	NA	-1.81486785784232	NA	NA
"Coelospermum paniculatum"	NA	NA	NA	NA	0.51187372231253	NA
"Coelospermum reticulatum"	-0.32141864787534	NA	NA	1.20295753729586	0.981262443492297	NA
"Coelostegia borneensis"	NA	NA	NA	NA	NA	0.411942730829548
"Coelostegia griffithii"	0.10009651785989	-0.670657779995556	0.117235887124596	NA	NA	0.431460389819211
"Coffea arabica"	0.486725013633655	1.09067364074999	0.209887816886075	0.559326579681133	1.72063138487473	0.507582279116571
"Coffea benghalensis"	0.360467657907207	NA	NA	1.22782952908759	NA	NA
"Coffea canephora"	0.840984960347286	NA	NA	0.783618222719739	1.57419963054209	NA
"Coffea commersoniana"	NA	NA	NA	NA	0.83973566350349	NA
"Coffea congensis"	NA	NA	NA	NA	1.5706183591667	NA
"Coffea humbertii"	NA	NA	NA	NA	1.63353979686261	NA
"Coffea liberica"	NA	NA	NA	1.20295753729586	2.11477094346138	NA
"Coffea liberica var. dewevrei"	NA	NA	NA	NA	1.86596529951497	NA
"Coffea perrieri"	NA	NA	NA	NA	1.24393238023007	NA
"Coffea racemosa"	NA	NA	NA	NA	0.954231676336381	NA
"Coffea zanguebariae"	NA	0.275851634193453	NA	NA	NA	0.598629320885218
"Cogniauxia podolaena"	0.899973648882254	NA	NA	0.075716651110787	NA	NA
"Coincya monensis"	0.332606996619132	NA	-0.239022684017291	-0.743732445957652	-0.60392187271857	-1.98357912515112
"Coincya monensis subsp. cheiranthos"	NA	NA	NA	-0.868860578521227	NA	NA
"Coincya richeri"	NA	NA	NA	-0.939518582000817	NA	NA
"Coincya wrightii"	0.405188352600459	NA	NA	-0.587286563062765	-0.519631964505931	NA
"Coix lacryma-jobi"	NA	NA	NA	NA	1.0583482083103	NA
"Cojoba arborea"	NA	NA	NA	1.37611891215373	2.18026655128621	0.735781776333756
"Cojoba catenata"	1.16929748449254	NA	NA	NA	NA	NA
"Cojoba rufescens"	0.292130422520901	0.738982458845778	-0.191433562902859	0.995487536657305	1.83173013028768	0.699604833911743
"Cola acuminata"	0.650883702195098	NA	NA	NA	4.10122699830684	0.141816436438535
"Cola buntingii"	NA	NA	NA	NA	NA	0.795474659550278
"Cola caricifolia"	1.42938091991127	1.13405131820705	-0.170674590403024	NA	NA	NA
"Cola chlamydantha"	0.899973648882254	NA	NA	1.35874661948121	NA	NA
"Cola cordifolia"	NA	NA	NA	NA	NA	0.204851829016509
"Cola discoglypremnophylla"	NA	NA	NA	0.845073245708405	NA	NA
"Cola edeensis"	0.899973648882254	NA	NA	0.187508416514533	NA	NA
"Cola gigantea"	1.51462568649621	0.0702912223340703	0.709229709972167	NA	NA	0.0530549060018032
"Cola greenwayi"	0.251312887469072	0.727410841062994	0.329410127443895	1.14497803693496	NA	0.74403319961675
"Cola lateritia"	1.40755022991077	NA	NA	0.949301235155969	NA	0.13047174183364
"Cola lizae"	NA	NA	NA	NA	3.06766876454755	NA
"Cola mossambicensis"	NA	NA	NA	1.52126289524005	2.23844099325568	NA
"Cola natalensis"	NA	NA	NA	NA	NA	0.848157189623383
"Cola verticillata"	NA	-0.396522667433599	NA	NA	NA	NA
"Colchicum alpinum"	NA	NA	NA	-1.46878553351716	NA	NA
"Colchicum autumnale"	0.657972469685392	NA	-0.720500694517255	-1.19517395105962	0.0269145700066465	-2.60785566844424
"Colchicum bulbocodium"	NA	NA	NA	-1.56153467123829	NA	NA
"Colchicum lusitanum"	NA	NA	NA	-1.05239757415594	NA	NA
"Colchicum montanum"	NA	NA	0.0652198292332618	-1.80544967056498	-0.398017165192161	NA
"Colchicum neapolitanum"	NA	NA	NA	-1.18617321003045	NA	NA
"Coldenia procumbens"	NA	NA	NA	NA	-0.109706990748835	NA
"Coleanthus subtilis"	NA	NA	NA	-2.0789748084348	-0.946951481779566	NA
"Coleochloa setifera"	NA	NA	NA	NA	-0.627884884850164	NA
"Coleogyne ramosissima"	-0.838782575950888	-0.497372293781979	NA	0.0607505736938534	0.609710291839628	0.708014821645511
"Coleonema pulchellum"	NA	NA	NA	-0.320594728714572	NA	NA
"Coleostephus myconis"	NA	NA	NA	-1.21363706156104	-0.824941877088257	NA
"Colladonia crenata"	NA	NA	NA	NA	0.49286374577529	NA
"Collaea stenophylla"	NA	NA	NA	-0.540167107737058	NA	NA
"Colletia spinosissima"	-0.153196999076366	NA	1.68750102437036	-0.15585449862418	0.0360780890222608	NA
"Colliguaja integerrima"	NA	-0.313872853168703	2.05601027016658	-0.237117184480173	1.84448104328276	0.411942730829548
"Colliguaja odorifera"	NA	-1.08008707716628	NA	NA	1.39795018624592	NA
"Colliguaja salicifolia"	NA	-0.811166185451027	NA	NA	NA	NA
"Collinsia concolor"	NA	NA	NA	NA	-0.643962487420515	NA
"Collinsia corymbosa"	NA	NA	NA	NA	-0.575286095525907	NA
"Collinsia heterophylla"	NA	NA	NA	NA	-0.596425230984288	NA
"Collinsia linearis"	NA	NA	NA	NA	-0.400717760330355	NA
"Collinsia parryi"	NA	NA	NA	NA	-0.633188161231589	NA
"Collinsia parviflora"	NA	NA	NA	-0.915528568944899	-0.521557088748852	NA
"Collinsia rattanii"	NA	NA	NA	NA	-0.630529653481148	NA
"Collinsia sparsiflora"	NA	NA	NA	NA	-0.705192956762689	NA
"Collinsia tinctoria"	NA	NA	NA	NA	-0.438279001261347	NA
"Collinsia torreyi"	NA	NA	NA	NA	-0.3575726213883	NA
"Collinsia verna"	NA	NA	NA	-0.456689563502659	-0.232601996337621	NA
"Collinsonia canadensis"	NA	-2.18314300844262	NA	NA	NA	NA
"Collomia biflora"	NA	NA	NA	NA	-0.182719395094632	NA
"Collomia diversifolia"	NA	NA	NA	NA	-0.558889584876107	NA
"Collomia grandiflora"	NA	NA	NA	-0.751676824892411	-0.203357284904766	NA
"Collomia heterophylla"	NA	NA	NA	NA	-0.844703467064641	NA
"Collomia linearis"	-1.36934096284275	NA	NA	-1.19517395105962	-0.595681571481539	NA
"Collomia tinctoria"	NA	NA	NA	NA	-0.275803549499111	NA
"Collomia tracyi"	NA	NA	NA	NA	-0.135251259100567	NA
"Collospermum hastatum"	0.496952566273457	NA	1.11190601974202	0.111822835756914	-0.752743269174197	NA
"Colobanthus quitensis"	NA	0.148565241910393	NA	NA	-0.918247047082908	NA
"Colocasia esculenta"	2.03493453824369	NA	NA	-0.157632930825605	NA	NA
"Colocasia gigantea"	0.899973648882254	NA	NA	-0.00901656434386224	NA	NA
"Cologania angustifolia"	-0.96110465471107	1.5498261465803	-0.35284717954172	-1.36838373318655	0.0874685471444292	-1.47891583107477
"Cologania broussonetii"	NA	1.47694420969185	0.293533579058585	-0.672407605125024	0.0841984939026665	-1.35873858211375
"Colona celebica"	NA	NA	NA	NA	NA	-0.600917532855179
"Colona floribunda"	NA	NA	NA	0.983385158273373	NA	NA
"Colona javanica"	NA	NA	NA	NA	NA	-0.389983774355272
"Colona scabra"	NA	NA	NA	NA	NA	-0.600917532855179
"Colona serratifolia"	NA	NA	NA	NA	NA	-0.389983774355272
"Colona thorelii"	NA	NA	NA	NA	NA	-0.545944143885359
"Colophospermum mopane"	-0.32141864787534	0.568579176181385	0.445168029480721	1.00892912242662	2.2307128452421	1.24517924879516
"Colpodium ponticum"	-0.774111710129869	1.82094485880436	-0.898170099478899	NA	-0.752743269174197	-1.54198646020993
"Colpodium variegatum"	-0.705497784592819	0.981604352337627	-0.351044291652375	NA	-0.723304775172498	-1.1096665357852
"Colpoon compressum"	NA	NA	NA	NA	1.96848654350174	NA
"Colubrina alluaudii"	NA	NA	NA	NA	0.400443517365645	NA
"Colubrina arborescens"	0.572642610342437	-0.72841543310181	NA	0.683709277823151	0.736073168329225	0.768574220916346
"Colubrina asiatica"	0.38341288388103	NA	NA	0.608023697065532	0.732758400123012	NA
"Colubrina californica"	NA	NA	NA	-0.0439662464284405	NA	NA
"Colubrina cubensis"	NA	NA	NA	0.934924983408014	NA	NA
"Colubrina decipiens"	NA	NA	NA	NA	0.598065341785336	NA
"Colubrina elliptica"	NA	NA	NA	0.714819337854374	-0.269217080320707	1.02180971376028
"Colubrina faraloatra"	NA	NA	NA	NA	NA	0.619259118538587
"Colubrina glandulosa"	0.809835830442405	0.856067720382622	-0.437013432600421	1.53633444521354	NA	0.901942606351049
"Colubrina greggii"	NA	NA	NA	NA	0.923992238479156	NA
"Colubrina heteroneura"	NA	NA	NA	NA	NA	1.08705026939348
"Colubrina macrocarpa"	NA	NA	NA	NA	1.17808826435999	NA
"Colubrina spinosa"	0.942946411241876	1.4392908120499	-0.788598340806093	NA	NA	0.244550596194043
"Colubrina texensis"	NA	0.86154058412072	NA	NA	1.01491850080333	NA
"Colubrina triflora"	0.945137460189239	1.03121148039851	-0.920304749966666	NA	0.34758396616084	NA
"Columnea billbergiana"	NA	-1.28652764662418	NA	NA	NA	NA
"Colutea abyssinica"	NA	NA	NA	0.284275759453694	0.892529635347997	NA
"Colutea arborescens"	NA	NA	-0.0962493234631826	0.422554194452921	0.485668698714731	NA
"Colutea atlantica"	NA	NA	NA	0.24338599457174	NA	NA
"Colutea cilicica"	NA	NA	0.371103833874134	-0.134103296951863	0.490080977909637	NA
"Colutea delavayi"	NA	NA	NA	0.232662235857691	0.892529635347997	NA
"Colutea media"	NA	NA	NA	0.550967593801886	NA	NA
"Colutea orientalis"	NA	NA	NA	0.0547667324932686	0.390082893954533	NA
"Colutea paulsenii"	NA	NA	NA	NA	0.446737903714258	NA
"Colvillea racemosa"	NA	NA	NA	NA	2.18950017036108	NA
"Colysis sp"	0.899973648882254	NA	NA	NA	NA	NA
"Comandra umbellata"	-1.23608490140779	-0.275781973770235	0.054521800921265	-0.947119157555964	1.3364885144311	NA
"Comandra umbellata subsp. elegans"	NA	NA	NA	NA	1.06201187648855	NA
"Comandra umbellata subsp. pallida"	NA	NA	NA	NA	1.56556209906958	NA
"Comanthosphace stellipila"	NA	1.37322661564826	NA	NA	NA	NA
"Comarostaphylis arbutoides"	-0.141173191001804	-1.35517792992947	2.23377154234844	NA	NA	NA
"Comarostaphylis diversifolia"	-0.0682274846440073	NA	2.20597169810915	NA	0.253148143199042	0.674148758733811
"Comarostaphylis polifolia"	NA	NA	2.37078602708958	NA	1.0707621256121	0.628032221891572
"Comarum palustre"	0.233909546066957	-0.817919084111559	-0.421657087042732	-0.800496539444136	-0.786850133953363	-1.36707463565028
"Comarum salesovianum"	0.634798035792015	NA	-1.1379105921796	-1.41172943025352	-0.720135962626448	NA
"Comastoma tenellum"	NA	NA	NA	-2.03444023686481	NA	NA
"Combretocarpus rotundatus"	NA	NA	NA	NA	NA	0.476235298876867
"Combretodendron sp"	0.899973648882254	NA	NA	1.30169051621757	NA	NA
"Combretum aculeatum"	0.285149556178604	NA	NA	NA	1.11218943738669	NA
"Combretum acuminatum"	0.641693241940885	NA	NA	1.22043470691625	NA	NA
"Combretum adenogonium"	0.38341288388103	-0.721276432154222	0.791774279276223	0.843112185712031	1.38235506520856	0.598629320885218
"Combretum albiflorum"	NA	NA	NA	NA	0.199443484916405	NA
"Combretum albopunctatum"	NA	NA	NA	0.3313952147794	1.31586232149697	NA
"Combretum alfredii"	NA	NA	NA	0.608023697065532	NA	NA
"Combretum andradae"	NA	NA	NA	0.111822835756914	NA	NA
"Combretum apiculatum"	0.425168327856621	0.234639170866558	0.0792344512516584	0.817980241025946	1.66687988442985	1.15896216920882
"Combretum aureonitens"	NA	NA	NA	0.65736788351011	NA	NA
"Combretum bipindense"	0.771732739824549	NA	NA	NA	NA	NA
"Combretum caudatisepalum"	NA	NA	NA	0.414872759013799	NA	NA
"Combretum celastroides"	NA	NA	NA	1.12241435309382	0.721173670820828	NA
"Combretum coccineum"	NA	NA	NA	NA	0.708546389095469	NA
"Combretum collinum"	NA	0.833066037611591	NA	1.27073739927355	2.29127565354291	NA
"Combretum collinum subsp. binderianum"	NA	NA	NA	NA	NA	1.02180971376028
"Combretum comosum var. hispidum"	0.38341288388103	NA	NA	-0.759739486759544	NA	NA
"Combretum decandrum"	0.4249942997146	NA	-0.0716044531384912	1.41036014307722	0.702113955332625	-0.200180586842132
"Combretum decaryi"	NA	NA	NA	NA	1.57948966183323	NA
"Combretum elaeagnoides"	NA	NA	NA	0.750102373054204	1.83829016678084	1.13678122482159
"Combretum erythrophyllum"	NA	NA	NA	NA	0.965727094087384	0.476235298876867
"Combretum exalatum"	NA	NA	NA	NA	2.67150664056141	NA
"Combretum fruticosum"	0.152377335848331	0.446261688427582	0.19859406983024	NA	1.28440815316479	0.240975761721643
"Combretum gillettianum"	NA	NA	NA	0.487184296964755	NA	NA
