"Genus","Species","SI_status"
"Senecio","patagonicus","SI"
"Anemone","patens","SC"
"Aster","patens","SI"
"Hamelia","patens","SI"
"Pterostylis","patens","SC"
"Symphyotrichum","patens","SI"
"Tagetes","patula","SC"
"Haplopappus","paucidentatus","PSI"
"Haplopappus","paucidenthatus","SC"
"Brunfelsia","pauciflora","SI"
"Calycadenia","pauciflora","SI"
"Draba","pauciflora","SC"
"Neoregelia","pauciflora","SI"
"Packera","pauciflora","SC"
"Dubautia","pauciflorula","SI"
"Trifolium","pauciflorum","SC"
"Helianthus","pauciflorus","SI"
"Pyrrhopappus","pauciflorus","SC"
"Solanum","paucissectum","SI"
"Bauhinia","pauletia","PSI"
"Habenaria","paulistana","SC"
"Packera","paupercula","SI"
"Ixora","pavetta","SI"
"Anadenanthera","pavonina","SC"
"Astragalus","peckii","SC"
"Pachycereus","pecten-aboriginum","SI"
"Aechmea","pectinata","SI"
"Cotula","pectinata","SI"
"Leptinella","pectinata","PSI"
"Solanum","pectinatum","SC"
"Astragalus","pectinatus","SI"
"Potamogeton","pectinatus","SC"
"Senecio","pectinatus","SI"
"Daviesia","pectita","SI"
"Astragalus","pectitus","PSI"
"Rubus","pedemontanus","SC"
"Pithecellobium","pedicellare","SI"
"Epilobium","pedunculare","SC"
"Lantana","peduncularis","PSI"
"Scalesia","pedunculata","SC"
"Gesneria","pedunculosa","SC"
"Biserrula","pelecinus","SC"
"Carex","pellita","SI"
"Nymphoides","peltata","SI"
"Podophyllum","peltatum","SC"
"Pentapeltis","peltigera","SC"
"Caesalpinia","peltophoroides","SC"
"Parkia","pendula","SI"
"Platysace","pendula","SC"
"Prenanthes","pendula","SI"
"Tovaria","pendula","SC"
"Zebrina","pendula","PSI"
"Cobaea","penduliflora","SI"
"Rosa","pendulina","SI"
"Dendrobium","pendulum","SC"
"Solanum","pendulum","SI"
"Tradescantia","peninsularis","SC"
"Penstemon","penlandii","PSI"
"Solanum","pennellii","PSI"
"Prunus","pensylvanica","SI"
"Layia","pentachaeta","SI"
"Ceiba","pentandra","SI"
"Picramnia","pentandro","SC"
"Dahlstedtia","pentaphylla","SC"
"Fragaria","pentaphylla","SI"
"Glycosmis","pentaphylla","PSI"
"Mandevilla","pentlandiana","PSI"
"Solanum","pentlandii","SC"
"Miconia","pepericarpa","SI"
"Vicia","peregri","SC"
"Limonium","peregrinum","PSI"
"Lotus","peregrinus","SC"
"Lolium","perenne","SI"
"Asclepias","perennis","SI"
"Bellis","perennis","SC"
"Lactuca","perennis","SI"
"Lupinus","perennis","SC"
"Polygonum","perfliatum","SC"
"Uvularia","perfoliata","SI"
"Eupatorium","perfoliatum","PSI"
"Lepidium","perfoliatum","SC"
"Microthlaspi","perfoliatum","SC"
"Myagrum","perfoliatum","SC"
"Tripleurospermum","perforatum","SC"
"Solanum","perlongistylum","SI"
"Desmanthus","pernambucanus","SC"
"Ameroglossum","pernambucense","SC"
"Epilobium","pernitens","SC"
"Sandbergia","perplexa","SC"
"Ornithopus","perpusillus","SC"
"Cyclamen","persicum","PSI"
"Carthamus","persicus","SI"
"Solanum","peruvianum","PSI"
"Ipomea","pes-caprae","SI"
"Eupatorium","petiolare","SI"
"Stylidium","petiolare","SI"
"Helianthus","petiolaris","SI"
"Palicourea","petiolaris","PSI"
"Alliaria","petiolata","PSI"
"Rhexia","petiolata","SC"
"Hornungia","petraea","SC"
"Mandevilla","petraea","PSI"
"Nicotiana","petunioides","SI"
"Malacothrix","phaeocarpa","SC"
"Dendrobium","phalaenopsis","PSI"
"Rhynchosia","phaseolides","SC"
"Pueraria","phaseoloides","SC"
"Viguiera","phenax","SI"
"Physalis","philadelphica","SI"
"Lilium","philadelphicum","SI"
"Monnina","philippiana","SI"
"Olsynium","philippii","PSI"
"Sisyrinchium","philippii","PSI"
"Verbascum","phlomoides","SI"
"Verbascum","phoeniceum","SI"
"Astragalus","phoenix","SC"
"Solanum","physalifolium","SC"
"Nicandra","physalodes","SC"
"Gomphocarpus","physocarpus","SC"
"Hirtella","physophora","SI"
"Mimosa","pigra","SC"
"Hydrocotyle","pilifera","SC"
"Perezia","pilifera","SI"
"Bidens","pilosa","SC"
"Chamaecrista","pilosa","SC"
"Cyanotis","pilosa","SI"
"Portulaca","pilosa","SC"
"Rhynchospora","pilosa","SC"
"Stylosanthes","pilosa","SC"
"Trachymene","pilosa","SC"
"Hieracium","pilosella","SI"
"Aster","pilosus","SI"
"Lupinus","pilosus","SC"
"Trifolium","pilulare","SC"
"Solanum","pimpinellifolium","SC"
"Onobrychis","pindicola","SI"
"Aechmea","pineliana","SI"
"Solanum","pinetorum","SI"
"Tradescantia","pinetorum","SC"
"Dahlia","pinnata","PSI"
"Descurainia","pinnata","SC"
"Erucaria","pinnata","SC"
"Iberis","pinnata","SI"
"Stanleya","pinnata","SC"
"Taeckholmia","pinnata","SI"
"Eryngium","pinnatifidum","SC"
"Lecocarpus","pinnatifidus","SC"
"Sonchus","pinnatifidus","SI"
"Senecio","pinnatifolius","SI"
"Solanum","pinnatisectum","PSI"
"Bryophyllum","pinnatum","SC"
"Schizanthus","pinnatus","SC"
"Dahlstedtia","pinta","SC"
"Arachis","pintoi","SC"
"Combretum","pisonioides","SI"
"Diplotaxis","pitardiana","SI"
"Capparis","pittieri","SI"
"Solanum","piurae","SI"
"Cavalia","plagiosperma","SC"
"Dendrobium","planibulbe","SI"
"Gasteria","planifolia","SI"
"Arabis","planisiliqua","SC"
"Dubautia","plantaginea","SI"
"Prescottia","plantaginea","SC"
"Dubautia","plantagineae","SI"
"Echium","plantagineum","PSI"
"Alisma","plantago-aquatica","SC"
"Solanum","platense","SC"
"Taraxacum","platycarpum","SI"
"Layia","platyglossa","SI"
"Babcockia","platylepis","SI"
"Vriesea","platynema","PSI"
"Dubautia","platyphylla","SI"
"Adenostemma","platyphyllum","SC"
"Boechera","platysperma","SC"
"Neptunia","ple","SC"
"Hydrocotyle","plebeia","SC"
"Trifolium","plebeium","SC"
"Crepis","pleurocarpa","SI"
"Nolana","plicata","SI"
"Erica","plukenetii","SI"
"Centrosema","plumieri","SC"
"Blepharizonia","plumosa","SI"
"Aloe","pluridens","SI"
"Aloë","pluridens","SI"
"Cymbispatha","plusiantha","SC"
"Gentiana","pneumonanthe","SC"
"Abolboda","poarchon","SC"
"Dendrobium","podagraria","SI"
"Pterocarpus","podocarpus","SI"
"Erythrina","poeppigia","SI"
"Narcissus","poeticus","SI"
"Hypselodelphys","poggeana","PSI"
"Andromeda","polifolia","PSI"
"Melilotus","polonicus","SC"
"Solanum","polyadenium","SC"
"Couepia","polyandra","SI"
"Phaseolus","polyanthus","SC"
"Lupinus","polycarpus","SC"
"Bidens","polycephala","SC"
"Medicago","polyceratia","SC"
"Bidens","polylepis","SI"
"Medicago","polymorpha","SC"
"Trifolium","polymorphum","SC"
"Dimorphotheca","polyptera","SI"
"Kunzea","pomifera","SI"
"Nicotiana","pompasana","SI"
"Rhododendron","ponticum","SC"
"Erysimum","popovii","SC"
"Melanthera","populifolia","SC"
"Ocotea","porosa","SC"
"Tragopogon","porrifolius","SC"
"Schizanthus","porrigens","SC"
"Aster","porteri","SI"
"Calamagrostis","porteri","SC"
"Cereus","portoricensis","PSI"
"Cestrum","potaliifolium","SI"
"Tradescantia","potosina","SC"
"Coriaria","pottsiana","SC"
"Aster","praealtus","SI"
"Acacia","praecox","PSI"
"Cercidium","praecox","PSI"
"Helianthus","praecox","SI"
"Medicago","praecox","SC"
"Utricularia","praetermissa","SC"
"Phleum","pratense","SI"
"Trifolium","pratense","PSI"
"Trifolium","pratenses","SI"
"Achillea","pratensis","SI"
"Aeschynomene","pratensis","SC"
"Alopecurus","pratensis","SI"
"Cardamine","pratensis","SI"
"Festuca","pratensis","SI"
"Lathyrus","pratensis","PSI"
"Succisa","pratensis","SC"
"Tragopogon","pratensis","SC"
"Zornia","pratensis","SC"
"Lobelia","pratiana","SC"
"Abrus","precatorius","SC"
"Desmodium","prehensile","SC"
"Dendrobium","primulinum","SI"
"Cordia","pringlei","SI"
"Eriophyllum","pringlei","SI"
"Flaveria","pringlei","SI"
"Pachycereus","pringlei","PSI"
"Pectis","pringlei","SC"
"Tinantia","pringlei","SI"
"Solanum","prinophyllum","SC"
"Goodyera","procera","SC"
"Poeppigia","procera","PSI"
"Vriesea","procera","PSI"
"Nidularium","procerum","PSI"
"Hypecoum","procumbens","SI"
"Jaltomata","procumbens","SC"
"Tridax","procumbens","SC"
"Trifolium","procumbens","SC"
"Tillandsia","prodigiosa","SC"
"Jaltomata","propinqua","SC"
"Ottonia","propinqua","SI"
"Kennedia","prorepens","SC"
"Arachis","prostrata","SC"
"Calandrinia","prostrata","SC"
"Egletes","prostrata","SC"
"Kennedia","prostrata","SC"
"Pectis","prostrata","PSI"
"Prunus","prostrata","SI"
"Sophora","prostrata","SC"
"Apium","prostratum","SC"
"Tolpis","proustii","SI"
"Dendroseris","pruinata","SI"
"Aloe","pruinosa","SI"
"Physalis","pruinosa","SC"
"Pentanisia","prunelloides","SI"
"Macroptilium","psammodes","SC"
"Narcissus","pseudo-narcissus","SI"
"Solanum","pseudocapsicum","SC"
"Lathyrus","pseudocicera","SC"
"Solanum","pseudogracile","SC"
"Lepidium","pseudohyssopifolium","SC"
"Solanum","pseudolulo","SC"
"Penstemon","pseudospectabilis","PSI"
"Trifolium","pseudostriatum","SC"
"Rhodomyrtus","psidioides","SI"
"Desmodium","psilophyllum","SC"
"Heliconia","psittacorum","PSI"
"Eriosema","psoralioides","SC"
"Stegolepis","ptaritepuiensis","SI"
"Achillea","ptarmica","SI"
"Aster","ptarmicoides","SI"
"Coriaria","pteridoides","SC"
"Senecio","pterophorus","SI"
"Solanum","ptychanthum","SC"
"Stellaria","pubera","SC"
"Lycium","puberulum","SI"
"Alysicarpus","pubescens","SI"
"Angelonia","pubescens","SC"
"Calibrachoa","pubescens","SI"
"Campomanesia","pubescens","SI"
"Centrosema","pubescens","PSI"
"Coreopsis","pubescens","SI"
"Desmanthus","pubescens","SC"
"Eriotheca","pubescens","SC"
"Flaveria","pubescens","SI"
"Neptunia","pubescens","SC"
"Physalis","pubescens","SC"
"Sinapis","pubescens","SI"
"Thalictrum","pubescens","SI"
"Tournefortia","pubescens","SC"
"Copaifera","pubiflora","SI"
"Diplopterys","pubipetala","SI"
"Lotononis","pugens","SC"
"Abolboda","pulchella","SC"
"Erica","pulchella","SI"
"Gaillardia","pulchella","SI"
"Gibasis","pulchella","PSI"
"Maresia","pulchella","SI"
"Verbena","pulchella","SI"
"Dendrobium","pulchellum","SI"
"Abrus","pulchellus","SC"
"Caesalpinia","pulcherrima","SC"
"Sarcocapnos","pulcherrima","PSI"
"Coreopsis","pulchra","SI"
"Crepis","pulchra","SC"
"Disa","pulchra","PSI"
"Gasteria","pulchra","SI"
"Tibouchina","pulchra","PSI"
"Hypolytrum","pulchrum","SI"
"Anemone","pulsatilla","SC"
"Leucaena","pulverulenta","SI"
"Adesmia","pumila","SC"
"Berlandiera","pumila","SI"
"Physalis","pumila","SI"
"Poecilandra","pumila","SI"
"Vochysia","pumila","SI"
"Turnera","pumilea","SC"
"Cichorium","pumilum","SC"
"Lycium","pumilum","SI"
"Helianthus","pumilus","SI"
"Mazus","pumilus","SC"
"Adesmia","punctata","PSI"
"Inga","punctata","PSI"
"Zuccagnia","punctata","SI"
"Cyrtopodium","punctatum","PSI"
"Tillandsia","punctulata","SI"
"Solanum","punctulatum","SC"
"Centromadia","pungens","SI"
"Sesbania","punicea","SC"
"Symphyotrichum","puniceum","SI"
"Aster","puniceus","SI"
"Astranthium","purpurascens","SC"
"Chelonanthus","purpurascens","PSI"
"Chorispora","purpurascens","SI"
"Tripogandra","purpurascens","SI"
"Cirsium","purpuratum","SC"
"Calceolaria","purpurea","PSI"
"Commelina","purpurea","SI"
"Cuphea","purpurea","SI"
"Dalea","purpurea","SC"
"Echinacea","purpurea","SI"
"Marantochloa","purpurea","SC"
"Restrepia","purpurea","SI"
"Sarracenia","purpurea","SC"
"Triplasis","purpurea","SC"
"Trifolium","purpureu","SC"
"Eupatorium","purpureum","SI"
"Cenchrus","purpureus","SI"
"Lablab","purpureus","SC"
"Tetragonolobus","purpureus","SC"
"Eupatorium","purpusii","SI"
"Fleischmannia","purpusii","SI"
"Lotus","purschianus","SC"
"Amphicarpum","purshii","SC"
"Crotalaria","purshii","SC"
"Arachis","pusilla","SC"
"Chrysocoryne","pusilla","SC"
"Draba","pusilla","SC"
"Phoenix","pusilla","SI"
"Tetrapterys","pusilla","SI"
"Miconia","pusilliflora","SI"
"Athysanus","pusillus","SC"
"Geococcus","pusillus","SC"
"Leprosiphon","pusillus","SC"
"Potamogeton","pusillus","SC"
"Clidemia","pustulata","PSI"
"Sonchus","pustulatus","SI"
"Acacia","pycnantha","PSI"
"Carduus","pycnocephalus","SC"
"Caragana","pygmaea","SI"
"Nassauvia","pygmaea","SI"
"Tradescantia","pygmaea","SC"
"Calibrachoa","pygmea","SI"
"Solanum","pyracanthos","SC"
"Ochroma","pyramidale","SI"
"Caesalpinia","pyramidalis","PSI"
"Poincianella","pyramidalis","SI"
"Vochysia","pyramidalis","SI"
"Cochlearia","pyrenaica","SC"
"Mischocarpus","pyriformis","SI"
"Vicia","qatmensis","SC"
"Passiflora","quadrangularis","SI"
"Senecio","quadridentatus","PSI"
"Paris","quadrifolia","SC"
"Galinsoga","quadriradiata","SC"
"Nicotiana","quadrivalvis","SC"
"Alysicarpus","quartinianus","SC"
"Cirsium","quercetorum","SC"
"Datura","quercifolia","SC"
"Dryandra","quercifolia","PSI"
"Quesnelia","quesneliana","SC"
"Opuntia","quimilo","SI"
"Akebia","quinata","SI"
"Talquenea","quinquenervia","SI"
"Trevoa","quinquenervia","SI"
"Bourreria","quirosii","SI"
"Colobanthus","quitensis","SC"
"Solanum","quitoense","SC"
"Cyrilla","racemiflora","PSI"
"Cuphea","racemosa","SC"
"Elliottia","racemosa","SI"
"Hirtella","racemosa","SI"
"Jacaranda","racemosa","SI"
"Passiflora","racemosa","SI"
"Piriqueta","racemosa","SC"
"Adelobotrys","rachidotricha","SC"
"Bidens","radiata","SC"
"Madia","radiata","SI"
"Medicago","radiata","SC"
"Vigna","radiata","SC"
"Vigna","radiatus","SC"
"Selliera","radicans","SI"
"Hypochaeris","radicata","PSI"
"Dodecatheon","radicatum","SI"
"Papaver","radicatum","SI"
"Senecio","radiolatus","SC"
"Trifolium","radiosum","SC"
"Diodella","radula","SC"
"Diodia","radula","SC"
"Helianthus","radula","SI"
"Macairea","radula","PSI"
"Dubautia","raillardioides","SC"
"Jensia","rammii","SI"
"Chamaecrista","ramosa","PSI"
"Conyza","ramosissima","SC"
"Flaveria","ramosissima","SI"
"Lagophylla","ramosissima","SC"
"Aphanostephus","ramosissimus","SC"
"Anthericum","ramosum","PSI"
"Bromus","ramosus","SC"
"Huegueninia","ranacetifolia","SI"
"Lycianthes","rantonnetii","SI"
"Brassica","rapa","SI"
"Raphanus","raphanistrum","SI"
"Opuntia","rastrera","PSI"
"Encelia","ravenii","SI"
"Vicia","rbonensis","SC"
"Stevia","rebaudiana","SI"
"Jacquemontia","reclinata","PSI"
"Phoenix","reclinata","SI"
"Potentilla","recta","SC"
"Boechera","rectissima","SC"
"Curculigo","recurvata","SI"
"Perezia","recurvata","SI"
"Trillium","recurvatum","SI"
"Rhodanthemum","redieri","SI"
"Brocchinia","reducta","PSI"
"Trifolium","reflexum","SI"
"Lilium","regale","SI"
"Silene","regia","SC"
"Victoria","regia","SI"
"Cochlospermum","regium","PSI"
"Piper","regnelli","SC"
"Cambessedesia","regnelliana","PSI"
"Leandra","regnellii","SC"
"Clematis","rehderiana","PSI"
"Ficus","religiosa","SC"
"Lipochaeta","remyi","SC"
"Tetramolopium","remyi","SC"
"Utricularia","reniformis","SC"
"Brassica","repanda","SI"
"Nicotiana","repanda","SC"
"Jaltomata","repandidentata","SC"
"Cyclamen","repandum","SC"
"Erysimum","repandum","SC"
"Solanum","repandum","SC"
"Cereus","repandus","SI"
"Agropyron","repens","SI"
"Arachis","repens","SC"
"Callisia","repens","PSI"
"Chamaecrista","repens","SI"
"Lespedeza","repens","SC"
"Mitchell","repens","SI"
"Protea","repens","SC"
"Stylidium","repens","SI"
"Trifolium","repens","PSI"
"Draba","reptans","SC"
"Potentilla","reptans","SC"
"Ranunculus","reptans","SI"
"Encelia","resinifera","SI"
"Eupatorium","resinosum","SI"
"Helianthus","resinosus","SI"
"Trifolium","resupinatum","PSI"
"Bulnesia","retamo","PSI"
"Dubautia","reticulata","SI"
"Gesneria","reticulata","SC"
"Rhynchosia","reticulata","SC"
"Zornia","reticulata","SC"
"Rhododendron","reticulatum","PSI"
"Elaeocarpus","reticulatus","SC"
"Siphocampylus","reticulatus","SI"
"Acacia","retinodes","PSI"
"Solanum","retroflexum","SC"
"Cynophalla","retusa","SI"
"Dalbergia","retusa","PSI"
"Leucaena","retusa","SI"
"Poecilandra","retusa","PSI"
"Trifolium","retusum","SC"
"Ariocarpus","retusus","SI"
"Rosa","reversa","SC"
"Ardisia","revoluta","PSI"
"Dianella","revoluta","PSI"
"Grindelia","revoluta","SI"
"Heliconia","revoluta","PSI"
"Nassauvia","revoluta","SI"
"Stylidium","rhipidium","SC"
"Afrocalathea","rhizantha","SC"
"Gibasis","rhodantha","SC"
"Rhodophiala","rhodolirion","PSI"
"Echinopsis","rhodotricha","PSI"
"Taraxacum","rhodotricha","SI"
"Papaver","rhoeas","SI"
"Sida","rhombifolia","SC"
"Lycium","rhombifolium","SI"
"Oenothera","rhombipetala","SI"
"Hyptis","rhomboidea","SC"
"Capsicum","rhomboideum","SC"
"Stylidium","rhynchocarpum","PSI"
"Agropyron","richardsonii","SC"
"Descurainia","richardsonii","SC"
"Aphanostephus","riddellii","SC"
"Aeschynomene","riedelia","SC"
"Acampe","rigida","SC"
"Coelogyne","rigida","SI"
"Cryptocarya","rigida","SI"
"Medicago","rigidula","SC"
"Medicago","rigiduloides","SC"
"Lagenocarpus","rigidus","SC"
"Sericocarpus","rigidus","SC"
"Mimulus","ringens","SC"
"Adesmia","riograndensis","SC"
"Cuatresia","riparia","SI"
"Viola","riviniana","SC"
"Saxifraga","rivularis","SC"
"Astragalus","robbinsii","SC"
"Flaveria","robusta","SI"
"Grevillea","robusta","PSI"
"Shorea","robusta","SC"
"Astranthium","robustum","SC"
"Solanum","robustum","SC"
"Lipochaeta","rockii","SC"
"Tetramolopium","rockii","SC"
"Phoenix","roebelenii","SI"
"Pterocarpus","rohrii","PSI"
"Physaria","rollinsii","SI"
"Vanilla","roscheri","SC"
"Alcea","rosea","SC"
"Cavalia","rosea","PSI"
"Coreopsis","rosea","SI"
"Oenothera","rosea","PSI"
"Tabebuia","rosea","SI"
"Vinca","rosea","SI"
"Stylidium","roseoalatum","SC"
"Vincetoxicum","rossicum","SC"
"Erucaria","rostrata","SI"
"Hamelia","rostrata","SC"
"Nolana","rostrata","SI"
"Solanum","rostratum","SC"
"Nicotiana","rosulata","SC"
"Medicago","rotata","SC"
"Cobaea","rotundiflora","SC"
"Chamaecrista","rotundifolia","PSI"
"Crotalaria","rotundifolia","SC"
"Nicotiana","rotundifolia","SC"
"Waltheria","rotundifolia","SI"
"Xanthosia","rotundifolia","SI"
"Centrosema","rotundifolium","SC"
"Commidendrum","rotundifolium","SI"
"Guettarda","roupaliifolia","PSI"
"Protea","roupelliae","SI"
"Alpinia","roxburghii","SC"
"Tradescantia","rozynskii","SC"
"Capsella","rubella","SC"
"Anathallis","rubens","SI"
"Laelia","rubescens","SC"
"Kennedia","rubicunda","SC"
"Syzygium","rubicundum","PSI"
"Miconia","rubiginosa","PSI"
"Sauvagesia","rubiginosa","PSI"
"Cephalanther","rubra","SC"
"Drymonia","rubra","PSI"
"Festuca","rubra","SI"
"Filipendula","rubra","SI"
"Heliopsis","rubra","SI"
"Lepanthes","rubripetala","SI"
"Acacia","ruddiae","SI"
"Lepidium","ruderale","SC"
"Psychotria","ruelliaefolia","SI"
"Psychotria","ruelliifolia","SI"
"Trifolium","rueppellianum","SC"
"Vochysia","rufa","SI"
"Paraboea","rufescens","PSI"
"Rhynchosia","rufescens","SC"
"Uraria","rufescens","SC"
"Virburnum","rufidulum","SI"
"Oryza","rufipogon","SC"
"Tournefortia","rufo-sericea","SC"
"Deeringothamnus","rugelii","PSI"
"Jacaranda","rugosa","SI"
"Medicago","rugosa","SC"
"Rosa","rugosa","SI"
"Solidago","rugosa","SI"
"Rapistrum","rugosum","SI"
"Alysicarpus","rugosus","PSI"
"Hydrocotyle","rugulosa","SC"
"Acourtia","runcinata","PSI"
"Senecio","runcinifolius","SC"
"Brassica","rupestris","SI"
"Calibrachoa","rupestris","SI"
"Lepanthes","rupestris","SI"
"Potentilla","rupestris","SC"
"Senecio","rupestris","SI"
"Nolana","rupicola","SI"
"Phoenix","rupicola","SI"
"Vriesea","ruschii","SC"
"Coriaria","ruscifolia","SC"
"Nicotiana","rustica","SC"
"Armoracia","rusticana","SI"
"Bauhinia","rutilans","PSI"
"Taraxacum","Sacariosa","SI"
"Stylidium","sacculatum","SI"
"Jaltomata","sagastegui","SC"
"Crotalaria","sagittalis","SC"
"Arabis","sagittata","SC"
"Balsamorhiza","sagittata","SC"
"Psychrophila","sagittata","SC"
"Centrosema","sagittatum","SC"
"Aster","sagittifolius","SI"
"Stigmaphyllon","sagraeanum","SC"
"Dendrobium","salaccense","SC"
"Lythrum","salicaria","SI"
"Geijera","salicifolia","SI"
"Heimia","salicifolia","SC"
"Rhexia","salicifolia","SI"
"Cestrum","salicifolium","SI"
"Blepharocalyx","salicifolius","SI"
"Helianthus","salicifolius","SI"
"Prunus","salicina","SI"
"Adesmia","salicornoides","SC"
"Acacia","salig","SC"
"Lactuca","saligna","SC"
"Leucaena","salvadorensis","SI"
"Hippocrepis","salzmanii","SC"
"Hypochaeris","salzmanniana","PSI"
"Leontodon","salzmannii","SI"
"Oldenlandia","salzmannii","PSI"
"Albizia","saman","SI"
"Pithecellobium","saman","PSI"
"Jaltomata","sanchez-vegae","SC"
"Crepis","sancta","PSI"
"Solanum","sanctaemarthae","SI"
"Nicotiana","sanderae","SI"
"Bidens","sandvicensis","SC"
"Argyroxiphium","sandwicense","PSI"
"Desmodium","sandwicense","SC"
"Solanum","sandwicense","SI"
"Brugmansia","sanguinea","SI"
"Echinacea","sanguinea","SI"
"Restrepia","sanguinea","SI"
"Simsia","sanguinea","SI"
"Ribes","sanguineum","SI"
"Pterocarpus","santalinus","PSI"
"Simsia","santarosensis","SI"
"Croton","sarcopetalus","SC"
"Lilium","sargentiae","SI"
"Trifolium","sarosiense","SI"
"Solanum","sarrachoides","SC"
"Psidium","sartorianum","SI"
"Camelina","sativa","SC"
"Lactuca","sativa","SC"
"Madia","sativa","PSI"
"Medicago","sativa","SC"
"Onobrychis","sativa","SI"
"Oryza","sativa","SC"
"Vicia","sativa","SC"
"Pisum","sativum","SC"
"Ananas","sativus","SI"
"Lathyrus","sativus","SC"
"Ornithopus","sativus","SC"
"Raphanus","sativus","SI"
"Medicago","sauvagei","SC"
"Xyris","savanensis","PSI"
"Gagea","saxatilis","SC"
"Lathyrus","saxatilis","SC"
"Leontodon","saxatilis","SI"
"Malacothrix","saxatilis","SI"
"Petunia","saxicola","SI"
"Praecereus","saxicola","PSI"
"Blepharipappus","scaber","SI"
"Eccremocarpus","scaber","PSI"
"Centaurea","scabiosa","SI"
"Aeschynomene","scabra","SC"
"Arabis","scabra","SC"
"Dubautia","scabra","SI"
"Grindelia","scabra","SI"
"Guettarda","scabra","SC"
"Hirtella","scabra","PSI"
"Stylosanthes","scabra","SC"
"Turnera","scabra","SI"
"Anisocarpus","scabridus","SC"
"Agropyron","scabrum","SC"
"Solanum","scabrum","SC"
"Trifolium","scabrum","SC"
"Vriesea","scalaris","PSI"
"Chaetocalyx","scandens","SC"
"Hypselodelphys","scandens","SI"
"Securidaca","scandens","PSI"
"Plumbago","scandes","SC"
"Ariocarpus","scaphirostris","SI"
"Idahoa","scapigera","SC"
"Microseris","scapigera","PSI"
"Biscutella","scaposa","SI"
"Cajanus","scarabaeoides","SC"
"Liatris","scariosa","SC"
"Alysicarpus","scariosus","SC"
"Coriaria","scarmentosa","SC"
"Petunia","scheideana","SI"
"Solanum","schenckii","SC"
"Juncus","scheuchzerioides","SC"
"Centrosema","schiedea","SC"
"Gibasis","schiedeana","PSI"
"Tillandsia","schiedeana","SC"
"Psittacanthus","schiedeanus","SC"
"Aeschynomene","schimperi","SC"
"Astragalus","schimperi","SC"
"Bidens","schimperi","SC"
"Trifolium","schimperi","SC"
"Banisteriopsis","schizoptera","SI"
"Restrepia","schizosepala","SC"
"Astragalus","schmalhausenii","SC"
"Allium","schoenoprasum","SI"
"Elaeoluma","schomburgkiana","SI"
"Notopora","schomburgkii","SI"
"Centrosema","schottii","SC"
"Pachycereus","schottii","SI"
"Asteriscus","schultzii","SI"
"Espeletia","schultzii","SI"
"Sarcophrynium","schweinfurthianum","SC"
"Packera","schweinitziana","SI"
"Helianthus","schweinitzii","SI"
"Solanum","sciadostylis","SI"
"Festuca","sciuroides","SC"
"Salvia","sclareoides","SC"
"Caesalpinia","sclerocarpa","PSI"
"Anathallis","sclerophylla","PSI"
"Meriania","sclerophylla","SC"
"Passiflora","sclerophylla","SI"
"Cynara","scolymus","SC"
"Nierembergia","scoparia","SI"
"Cytisus","scoparius","PSI"
"Sarothamnus","scoparius","PSI"
"Coronilla","scorpioides","SC"
"Desmodium","scorpiurus","SC"
"Cardamine","scutata","SC"
"Trifolium","scutatum","SC"
"Medicago","scutellata","SC"
"Hydrocotyle","scutellifera","SC"
"Stylosanthes","seabra","SC"
"Solanum","seaforthianum","SC"
"Dalea","searlsiae","SC"
"Justicia","sebastianopolitanae","PSI"
"Orthilia","secunda","SC"
"Poa","secunda","SC"
"Medicago","secundiflora","SC"
"Dendrobium","secundum","SI"
"Epidendrum","secundum","PSI"
"Luehea","seemannii","PSI"
"Melilotus","segetalis","SC"
"Chrysanthemum","segetum","SI"
"Cyanus","segetum","SI"
"Calibrachoa","sellowiana","SI"
"Salvia","sellowiana","SC"
"Tibouchina","sellowiana","SC"
"Tibouchina","semidecandra","SC"
"Espeletia","semiglobulata","PSI"
"Trifolium","semipilosum","PSI"
"Palicourea","semirasa","SI"
"Biscutella","sempervirens","SI"
"Iberis","sempervirens","SI"
"Solidago","sempervirens","PSI"
"Sinapidendron","sempervivifolium","SC"
"Rhynchosia","senarensis","SC"
"Calibrachoa","sendtneriana","SI"
"Acacia","senegal","PSI"
"Erythina","senegalensis","SI"
"Erythrina","senegalensis","SI"
"Helianthus","senex","SI"
"Dendrobium","senile","SI"
"Aeschynomene","sensitiva","SC"
"Anthericopsis","sepalosa","SC"
"Gliricidia","sepium","PSI"
"Viola","septemloba","SC"
"Cyrtosia","septentrionalis","SC"
"Layia","septentrionalis","SI"
"Desmodium","sequax","SC"
"Lotus","sergievskiae","SC"
"Oxytropis","sericea","SI"
"Stylosanthes","sericeiceps","SC"
"Senecio","sericeonitens","SI"
"Aster","sericeus","SI"
"Asteriscus","sericeus","SC"
"Vicia","sericocarpa","SC"
"Ranunculus","sericocephalus","SC"
"Diplachne","serotina","SC"
"Hemerocallis","serotina","SI"
"Taraxacum","Serotina","SC"
"Taraxacum","serotinum","PSI"
"Chamaecrista","serpens","SC"
"Tabebuia","serratifolia","SI"
"Vicia","serratifolia","SC"
"Lactuca","serriola","SC"
"Acrotriche","serrulata","PSI"
"Calibrachoa","serrulata","SI"
"Cleome","serrulata","PSI"
"Tripogandra","serrulata","SI"
"Astragalus","sesameus","SC"
"Sesbania","sesban","SC"
"Calycera","sessiliflora","SC"
"Solanum","sessiliflorum","SC"
